10,21936
32,194852
33,1767
34,3093
36,2
38,2
39,2936
40,216
41,216
44,19236
45,4303
46,7972
48,154
49,210
50,94
51,77
52,63
53,78
54,60
55,76
56,81
57,58
58,201
59,4178
63,1007
65,78222
66,16931
67,22715
68,38310
69,117498
70,20877
71,20871
72,63236
73,65583
74,1086
75,8085
76,42874
77,23325
78,65755
79,69449
80,17441
81,1570
82,52412
83,64389
84,88382
85,26694
86,8613
87,22265
88,1036
89,16899
90,634
